pesquisa,titulo,link,comentario
smartphone,Smartphone Xiaomi Note 12 4G 128GB 6GB Ram (VERSAO GLOBAL) (Ice Blue),https://www.amazon.com.br/dp/B0BZ7RJDHD,"Com a necessidade de comprar um celular custo benefício comecei pesquisando os modelos que mais vendem no mercado e me deparei com os líderes de sempre: Samsung, Motorola...Apple não é custo-benefício aqui no Brasil.Eu já tive smartphones dessas marcas supracitadas, mas nunca da Xiaomi.Por conseguinte, analisei vários vídeos e tinham varias opções (não cabem ser citadas agora) que entregavam uma boa qualidade de apenas algumas características, porém o conjunto completo deixava sempre a desejar.Partindo da premissa que eu saí de um celular no seguinte estado:-Marca: Samsung-Modelo: Gran prime-Ano de lançamento: 2015-Armazenamento: apenas 8gb de memória interna.Considerando também o valor do mercado atual dos Smartphones: CATASTRÓFICO.Associo que a escolha da marca condiz com o meu objetivo:- Precisava de uma boa tela ( essa tela é a melhor do mercado para esses celulares de entrada).- Tinha a necessidade de uma boa bateria ( essa faz jus à marca, sem contar com o carregamento ultra rápido que eles ainda oferecem).- Buscava uma boa câmera ( não tira as melhores fotos do mercado, mas nenhum dos celulares dessa categoria vem com as mesmas funções dos top de linha).- Visava um celular que não travasse ( esse tem 6gb de memória ram, roda até os jogos mais pesados da play story como: Call Of Duty, Genshin Impact, bem como já cheguei até a jogar um pouco de The Legend of Neverland, não roda com os gráficos no máximo sem leg, pois essa não é uma das propostas da faixa de preço desse aparelho, mas dá pra jogar todos os jogos tranquilamente em modo mais light).Portanto, a aquisição desse aparelho está suprindo minhas necessidades e veio melhor do que eu pensava.Já fiz até a aquisição de outro para uma amiga.Comprem sem medo e boa sorte com o produto."
smartphone,Smartphone Xiaomi Note 12 4G 128GB 6GB Ram (VERSAO GLOBAL) (Ice Blue),https://www.amazon.com.br/dp/B0BZ7RJDHD,"Minha experiência de 10 dias de uso com o Xiaomi Redmi Note 12 128GB / 6GB RAM:Chegou rápido em cerca de 3 dias úteis.-Prós:*Tela: Excelente, os 120Hz trazem uma experiência visual fluida e agradável para filmes e fotos.*Câmera: Ótima, os 50MP captam ótimas fotos em ambientes com boa iluminação natural.*Processador: Ótimo, O Snapdragon 865 é um bom processador para esta faixa de preço, oferece um ótimo desempenho para apps populares do dia a dia, sem travamentos.*Games: Muito Bom, dos jogos que testei tive uma ótima experiência de fluidez e poucos travamentos, destaque para o Call of Duty mobile que possui uma excelente otimização para este aparelho. Rodei nestas configs no app Game Booster:  -FreeFire  60FPS [Ultra]  -eFootball 2023  60 FPS [High]  -Call of Duty: Mobile 60 FPS [High]  -PUBG  37 FPS [Low ]  -FIFA Mobile  30 FPS [Medium]  -Runescape 3  30~50 FPS[Low]  -Genshin Impact  25~30FPS [Low]  -Fornite  15~30FPS[Low]É importante ressaltar que este é um Smartphone de entrada e não voltado para gamers, então eventuais quedas de frames e leves travamentos são esperados em alguns jogos. Apesar disso o desempenho foi satisfatório em todos os jogos menos no modo Battle Royale do Fornite onde a queda de frames foi alta pois o jogo ainda não é otimizado para esse celular, porém em outros modos com mapas menores ele se mantém em 25~30FPS.*Bateria: Excelente, dura o dia todo, destaque para o carregador ultra-rápido de 33W que permite uma carga completa em apenas 1 hora.-Contras:*Bloatwares chineses: ele vem com alguns apps chineses pré instalados (AliExpress,Shopee, TikTok...) . Esses aplicativos podem solicitar permissões de acesso e exibir propagandas. Porém, é possível remover ou desativar eles.*Embora a tela seja de 120Hz, nem todos os apps suportam essa taxa de atualização. Isso inclui o aplicativo do YouTube, que tem uma restrição máxima de 60FPS 1080p, não permitindo resoluções maiores como 2k e 4k.*Não grava videos a 60FPS e não grava em 4K. A resolução máxima de gravação dele é 1080p 30fps. No entanto, oferece o modo de câmera lenta (slow motion) que grava videos a 960FPS 720p.*Lente Macro de apenas 2 MP. Além de pecar em fotos noturnas.Resumindo é um excelente Smartphone pela sua faixa de preço, recomendo pela qualidade de acabamento do aparelho e fluidez de uso. Ele já vem com uma capa de silicone e uma película de proteção na caixa."
smartphone,Smartphone Xiaomi Note 12 4G 128GB 6GB Ram (VERSAO GLOBAL) (Ice Blue),https://www.amazon.com.br/dp/B0BZ7RJDHD,"Smartphone de qualidade como já esperava, boas configurações, muito bonito, imponente, vem com película de proteção sintética e capinha, bom porque ainda não tem nas lojas, me recomendaram colocar película de vidro. Ainda me adaptando, não gosto muito da agenda não inserir segundos como 8:57, 14:28 para japonês faz muita falta, propagandas, cheio de querer dar sugestões em tudo, sons, informar localização, cheio de atitudes kkk, aos poucos tenho aprendido a configurar. Contudo vale muito a pena em relação aos concorrentes. Melhor preço na Amazon e o esse vendedor que comprei, não tem boa reputação a toa, os caras são pontuais. Muito satisfeita."
smartphone,Smartphone Xiaomi Note 12 4G 128GB 6GB Ram (VERSAO GLOBAL) (Ice Blue),https://www.amazon.com.br/dp/B0BZ7RJDHD,"atendeu mto minhas expectativas. Antes  eu usava um Samsung a20. mudei pra esse e notei mta diferença. o celular roda liso em td. tanto nos app quanto nos jogos. so n espere mto da câmera. mas como eu n uso mto, pra mim ta ok. caso queira melhorar a qualidade das fotos, eh so usar a gcam, mas de resto, o celular eh todo bom."
smartphone,Smartphone Xiaomi Note 12 4G 128GB 6GB Ram (VERSAO GLOBAL) (Ice Blue),https://www.amazon.com.br/dp/B0BZ7RJDHD,"Gostei muito do celular, tem resposta rápida em todos sentidos, ótimo para jogar free fire por longas horas sem nessesidade de se preocupar com recarga de bateria. Tem design robusto, a entrega foi rápida e chegou uma semana antes do prazo, chegou com capinha e pelicula, nem precisou correr atras de lojinhas que nunca tem modelos novos. armazenamento gigante, ótimo aparelho."
smartphone,Smartphone Xiaomi Note 12 4G 128GB 6GB Ram (VERSAO GLOBAL) (Ice Blue),https://www.amazon.com.br/dp/B0BZ7RJDHD,"Gente, é barato e muito bom mesmo; pelo menos até o momento rs. Comprei com 6 g RAM e estou amando, o bicho tá parecendo um foguete de rápido kkkkk.  Estou usando há um mês e meio; o verde é lindo 😍, e uma das coisas que mais me chamou atenção até o momento, é a durabilidade da bateria. Castiguei ele com aplicativos que consomem muita energia e a bateria aguentou 20 horas numa boa, coloquei para carregar pq iria sair e não queria levar o carregador, mas dura muuuuuito, o meu anterior (Zenfone, que tbm é muito bom, a bateria não aguentava 10 horas ou menos). Para carregar, também é mega rápido. E como utilizo o celular na maior parte do tempo para trabalho, consigo visualizar diversos documentos na gigante tela dele rs. Enfim ... até o momento, só elogios para o aparelho, vale a pena comprar.Obs* apenas demora par reiniciar, se estiver com pressa, ferrou! Mas considero isso um inconveniente bobo rs."
smartphone,Smartphone Xiaomi Note 12 4G 128GB 6GB Ram (VERSAO GLOBAL) (Ice Blue),https://www.amazon.com.br/dp/B0BZ7RJDHD,"Entrega: Comprei no dia 28 de abril e chegou 2 de mais (só não chegou antes por conta do feriado), estou com ele a 2 dias e posso afirmar que é um telefone incrívelBateria: bateria dura literalmente o dia todo, ontem sai de casa 7:30 da manhã e só fui carregar umas 00:00, isso que joguei por umas 2 horas ( call os duty e wild Rift ) e também assisti por horas, pra quem não joga dura mais de 1 dia tranquiloTela: dele é maravilhosa pra quem quer assistir, MT linda, grande e com ótimo brilho e cores, sem contar taxa de atualização de 120hz q deixa super fluídoDesemprenho: fenomenal, para quem joga e tem medo de lags e travamento, fica tranquilo, já joguei ( pubg, call of duty, wild Rift e outros ) todos rodaram perfeitamente sem nenhum travamento, mas acredito que se jogar um game extremamente pesado e com TD no máximo deve dar alguma travada, mas pra jogos básicos roda brincandoResumo: super compensa, já tive iPhone e outro xiomi ( poco x3 pro ) e msm tendo esses excelentes telefones, afirmo que esse me atende igualmente a esses outros"
smartphone,Smartphone Xiaomi Note 12 4G 128GB 6GB Ram (VERSAO GLOBAL) (Ice Blue),https://www.amazon.com.br/dp/B0BZ7RJDHD,"Comprei na loja DUDASHOP e veio o modelo que pedi, com 6 de ram e versão global (carregador brasileiro) e em exatamente 14 dias recebi (interior do Ceará). Gostei da rapidez com que a vendedora enviou o produto e não paguei frete, sem contar que veio bem embalado, evitando atritos durante a viagem. Já estou com ele há 3 dias e a bateria tem durado por volta de 30 horas, mas isso vai ser específico para cada tipo de uso, eu por exemplo não jogo, mas uso bastante Instagram. O design é lindo, pedi o azul e não me arrependi, bem leve e fino. Vem com uma capinha e um plástico na tela que dá para ser usado até se achar película para o modelo, visto que por ser lançamento demora um pouco para aparecer. Esperava um pouco mais da câmera, porque meu namorado tem o Redmi Note 11 pro e eu gosto bastante, mas aí é outra história. Estou satisfeita com a compra e por ter sido com a loja em questão, pois recebi rápido, com nota fiscal (enviada no meu whatsapp), bem embalado e não paguei frete. Seguem imagens de como recebi o celular."
smartphone,Smartphone Xiaomi Note 12 4G 128GB 6GB Ram (VERSAO GLOBAL) (Ice Blue),https://www.amazon.com.br/dp/B0BZ7RJDHD,"Fico sempre com o pé atrás quando vou comprar produtos da Xiaomi sem ser na loja oficial pois já existem muitas imitações no mercado. Porém já é o segundo celular que compro do vendedor (GREAT DEAL OFFICIAL) e os dois são originais, inclusive verifiquei o IMEI no site oficial da XIAOMI e os dois foram aprovados."
smartphone,Smartphone Xiaomi Note 12 4G 128GB 6GB Ram (VERSAO GLOBAL) (Ice Blue),https://www.amazon.com.br/dp/B0BZ7RJDHD,"Celular lindo demais veio tudo certinho fiquei com um certo medo pois paguei com Pix mais deu tudo certoveio na cor que pedi e com as configurações de memoria que solicitei128 gigas e 6 deram + 2ram virtual cor azul <3 ótimo custo e beneficio e chegou super rápido em 3 dias pedi dia 7/06 e dia 08/06 era feriado e achei que não ia chegar, porém  ai dia 09/06 chegou as 16:30 a  17h e chegou bem no dia que  eu precisava pois era de presente  para meu pai. TUDO perfeito. COMPREM SEM MEDO!!aah e veio já com uma peliculazinha colacada e a capinha da própria xiaomi  <3"
smartphone,Smartphone Motorola Moto E13 4G 32GB 2GB RAM Verde,https://www.amazon.com.br/dp/B0BSXQ4X6K,"O produto em si é muito bom ,mais eu tinha um Samsung e não me adaptei bem a esse, tem aplicativos que já vem instalados e nesse não, mais isso e questão minha não culpa do aparelho !"
smartphone,Smartphone Motorola Moto E13 4G 32GB 2GB RAM Verde,https://www.amazon.com.br/dp/B0BSXQ4X6K,"Não vim aqui avaliar o produto pois peguei ele hoje e por isso preciso de mais dias para ter um opinião formada. Vim avaliar a entrega que foi absurdamente rápida, não imagina que seria tão rápido. Muito bom!!!!!"
smartphone,Smartphone Motorola Moto E13 4G 32GB 2GB RAM Verde,https://www.amazon.com.br/dp/B0BSXQ4X6K,"O produto é bom, corresponde as espectativas."
smartphone,Smartphone Motorola Moto E13 4G 32GB 2GB RAM Verde,https://www.amazon.com.br/dp/B0BSXQ4X6K,"Produto de ótima qualidade, minha tia adorou! Super recomendo."
smartphone,Smartphone Motorola Moto E13 4G 32GB 2GB RAM Verde,https://www.amazon.com.br/dp/B0BSXQ4X6K,Comprei p dar d presente 🎁 p mãe...ela super amou....custo benefício.....
smartphone,Smartphone Motorola Moto E13 4G 32GB 2GB RAM Verde,https://www.amazon.com.br/dp/B0BSXQ4X6K,"Chegou no tempo. O celular é bom, leve, a camera é boa. A bateria aguentou 3 dias, usando relativamente pouco o celular.Recomendo, eu compraria novamente."
smartphone,Smartphone Motorola Moto E13 4G 32GB 2GB RAM Verde,https://www.amazon.com.br/dp/B0BSXQ4X6K,"Esse celular é básico e atente as necessidades do dia a dia. Para quem trabalha com divisão de tela não serve, mas para usar um aplicativo de cada vez ele é bom., Atende rápido aos comandos. Gostei, mas é um celular simples."
smartphone,Smartphone Motorola Moto E13 4G 32GB 2GB RAM Verde,https://www.amazon.com.br/dp/B0BSXQ4X6K,Muito bom pra mim que uso só aplicativos de pagamento e de rede sociais.
smartphone,Smartphone Motorola Moto E13 4G 32GB 2GB RAM Verde,https://www.amazon.com.br/dp/B0BSXQ4X6K,O celular e bonito e barato
smartphone,Smartphone Motorola Moto E13 4G 32GB 2GB RAM Verde,https://www.amazon.com.br/dp/B0BSXQ4X6K,Pra pessoas que só usam whatsapp e poucos apps vale muito a pena. Um ótimo celular de entrada com bateria durável.
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"O produto veio perfeito, muito bem embalado, e chegou em apenas 2 dias após a compra. Muito rápido. Ele atende todas as minhas necessidades. O valor dele é excelente.  Primeira vez que compro redmi e vou manter. O carregador do Onyx Gray veio na versão incompatível com minha tomada, mas como comprei dois aparelhos, o outro Ice BLUE veio normal a versão global. Estamos dividindo, contatei o vendedor que se dispôs enviar um compatível. Super atencioso. Estou muito feliz! Obrigada."
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"A entrega foi super rápida, chegou em dois dias. Junto com o aparelho veio uma capinha transparente e o celular já veio com uma película. Por enquanto estou gostando do aparelho, o carregamento dele é super rápido. Só achei que travou em alguns vídeos que estava vendo no Instagram. Gostei do designer do celular, a tela dele é bem grande. A câmera não achei uma qualidade tão boa."
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"O aparelho é original e veio com o carregador versão brasileira. Pega direitinho, veio bem embalado. Fazem 2 semanas que estou com ele e não apresentou nenhum problema.A única coisa que tive que solicitar pela amazon foi a NF. A que veio na embalagem não era do celular, mas pedi e me encaminharam pelo email certinho.Pretendo comprar outro mês que vem para meu marido"
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"O celular veio certinho na data prevista, ele é grande e muito bom só a câmera deixou a desejar, esse celular é intermediário então não espere que ele seja todo completo, mas pra mim achei muito bom, ele responde rápido e não trava."
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"Gostei do celular. Uso bastante durante o dia. A bateria dura até a noite. Uso para redes sociais, whatsapp etc. A câmera é boa se for para fotos do dia a dia. Nada profissional. Tem bastante memória, não trava. O preço foi bom também. Chegou no dia previsto. Bem embalado. Acompanha um carregador e uma capinha transparente."
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"Comprei para o meu pai pois ele não usa muitas funções do aparelho. É a linha clássica da Xiaomi, tem boa memória, mas a câmera não é das melhores. Bateria como sempre excelente. Vem com carregador turbo e capinha ."
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"Celular maravilhoso, não trava, tira ótimas fotos, para o meu dia a dia é excelente,dá até pena de usar para não riscar ,apesar da tela de proteção e da capinha.Recomendo para quem quer um celular para usar todo dia."
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,Obrigado pelo antendimento do vendedor foi muito rápido comprei dia11/06 e chegou dia 13/06 antes do prazo do vendedor que deu a previsão era do dia 14 ao dia 16 de junho.Muito Satisfeito eu indico  o vendedor!
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"Se o seu intuito for trocar de um celular q trava e q tem uma câmera ruim esse celular é para vc, mas se vc quiser um celular cheio de tecnologia te recomendo outro celular da xiaomi como os: xiaomi poco x5 ou x5 pro, xiaomi 11s e xiaomi poco f5 ou f4."
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"Eu vi aqui numas avaliações que o cara pediu num dia e recebeu no outro e eu não acreditei, eu fiz meu pedido dia 07/06 e recebi dia 09/06 isso pq dia 8 foi feriado a velocidade na entrega é absurda nunca recebi algo tão rápido estou impressionada, o aparelho é ótimo super lindo só não veio com o cabo que vai no carro mas tudo bem eu nem tenho carro, assim que terminar de pagar comprarei outro."
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"O produto veio perfeito, muito bem embalado, e chegou em apenas 2 dias após a compra. Muito rápido. Ele atende todas as minhas necessidades. O valor dele é excelente.  Primeira vez que compro redmi e vou manter. O carregador do Onyx Gray veio na versão incompatível com minha tomada, mas como comprei dois aparelhos, o outro Ice BLUE veio normal a versão global. Estamos dividindo, contatei o vendedor que se dispôs enviar um compatível. Super atencioso. Estou muito feliz! Obrigada."
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"A entrega foi super rápida, chegou em dois dias. Junto com o aparelho veio uma capinha transparente e o celular já veio com uma película. Por enquanto estou gostando do aparelho, o carregamento dele é super rápido. Só achei que travou em alguns vídeos que estava vendo no Instagram. Gostei do designer do celular, a tela dele é bem grande. A câmera não achei uma qualidade tão boa."
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"O aparelho é original e veio com o carregador versão brasileira. Pega direitinho, veio bem embalado. Fazem 2 semanas que estou com ele e não apresentou nenhum problema.A única coisa que tive que solicitar pela amazon foi a NF. A que veio na embalagem não era do celular, mas pedi e me encaminharam pelo email certinho.Pretendo comprar outro mês que vem para meu marido"
smartphone,Smartphone Xiaomi Redmi Note 12 128GB - 4GB Ram - Versao Global (Onyx Gray),https://www.amazon.com.br/dp/B0BX4MQH3G,"O celular veio certinho na data prevista, ele é grande e muito bom só a câmera deixou a desejar, esse celular é intermediário então não espere que ele seja todo completo, mas pra mim achei muito bom, ele responde rápido e não trava."
